Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Oceana Cottages,345 Shore Rd,,North Truro,MA,2652,,949-945-2000,E,,Public,24 hours daily,,,,,,2,,,EVGATEWAY,https://evgateway.com,GPS,42.0511006,-70.1205675,11/13/2025,388246,2025-11-13 02:45:02 UTC,,,,3/21/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA WAKEFIELD 2,356 Lowell Street,,Wakefield,MA,1880,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,42.518001,-71.064561,11/12/2025,388678,2025-11-12 02:45:44 UTC,,,,3/26/2025,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA WAKEFIELD 1,356 Lowell Street,,Wakefield,MA,1880,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,42.517921,-71.064641,11/12/2025,388684,2025-11-12 02:45:49 UTC,,,,3/26/2025,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CITY LOWELL MA EARLY 2ND FLR#2,135 Middlesex Street,"2nd floor, top of ramp stay right",Lowell,MA,1852,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.641703,-71.310065,11/12/2025,388837,2025-11-12 02:45:59 UTC,,,,3/28/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CITY LOWELL MA EARLY 2ND FLR#3,135 Middlesex Street,"2nd floor , top of the ramp on the right",Lowell,MA,1852,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.641624,-71.310089,11/12/2025,388838,2025-11-12 02:45:59 UTC,,,,3/28/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,THE LODGE STATION 2B,3550 Green District Blvd,In front of building 2nd entrance,Marlborough,MA,1752,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.318733,-71.57699,11/12/2025,388889,2025-11-12 02:30:29 UTC,,,,3/29/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,THE LODGE STATION 1B,3550 Green District Blvd,In front of building 2nd entrance,Marlborough,MA,1752,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.318806,-71.577,11/12/2025,388890,2025-11-12 02:30:29 UTC,,,,3/29/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,THE LODGE STATION 1A,3550 Green District Blvd,In front of building 2nd entrance,Marlborough,MA,1752,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.318741,-71.576887,11/12/2025,388891,2025-11-12 02:30:29 UTC,,,,3/29/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,THE LODGE STATION 2A,3550 Green District Blvd,In front of building 2nd entrance,Marlborough,MA,1752,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.31875,-71.577034,11/12/2025,388892,2025-11-12 02:30:29 UTC,,,,3/29/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,60 GUEST STREET CPE250 #2,60 Guest Street,80C22 - PB1 48 & 49,Boston,MA,2135,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.357238,-71.14498,11/12/2025,388921,2025-11-12 02:46:03 UTC,,,,3/29/2025,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TOWN OFFICES 7 KEADY #1,7 Keady Way,,Shirley,MA,1464,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.545303,-71.641895,11/12/2025,389071,2025-11-12 02:46:08 UTC,,,,4/2/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA GARDNER 1,264 Timpany Boulevard,,Gardner,MA,1440,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.561405,-71.9898,11/12/2025,389072,2025-11-12 02:46:09 UTC,,,,4/2/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA GARDNER 2,264 Timpany Boulevard,,Gardner,MA,1440,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.561413,-71.989845,11/12/2025,389073,2025-11-12 02:46:09 UTC,,,,4/2/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"441 MORGAN 2 UEV2-P2-68,69",441 Morgan Ave,,Cambridge,MA,2139,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.370837,-71.072549,11/12/2025,389106,2025-11-12 02:23:18 UTC,,,,4/3/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"441 MORGAN 2 UEV3-P3-67,68",441 Morgan Ave,,Cambridge,MA,2139,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.370662,-71.072549,11/12/2025,389107,2025-11-12 02:23:18 UTC,,,,4/3/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"441 MORGAN 2 UEV1-P1-38,39",441 Morgan Ave,,Cambridge,MA,2139,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.370734,-71.072549,11/12/2025,389108,2025-11-12 02:23:21 UTC,,,,4/3/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA MARLBOROUGH 2,410 Lakeside Avenue,Station on left corner of building.,Marlborough,MA,1752,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.340895,-71.578897,11/12/2025,389129,2025-11-12 02:45:12 UTC,,,,4/3/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA MARLBOROUGH 1,410 Lakeside Ave,,Marlborough,MA,1752,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.340846,-71.579141,11/12/2025,389131,2025-11-12 02:45:29 UTC,,,,4/3/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,FLOATREALTY FLOAT REALTY L2,82 Technology Park Drive,,Falmouth,MA,2536,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.609628,-70.608892,11/12/2025,389137,2025-11-12 02:46:12 UTC,,,,4/3/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Sturbridge Meadows North,90 Hall Rd,,Sturbridge,MA,15660,,833-611-5965,E,,Public,24 hours daily,,,,,,6,,,VIALYNK,https://www.lynkwell.com,GPS,42.11575,-72.06538,11/13/2025,389188,2025-11-13 02:36:26 UTC,,,,4/3/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Sturbridge Meadows South,90 Hall Rd,,Sturbridge,MA,15660,,833-611-5965,E,,Public,24 hours daily,,,,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.11637,-72.06458,11/13/2025,389189,2025-11-13 02:36:27 UTC,,,,4/3/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Mechanics Co-op Bank Bridgewater,72 Main St,,Bridgewater,MA,2324,,508-697-4686,E,,Public,24 hours daily; for clients only,,,,,,,2,,AUTEL,https://autelenergy.us,200-8,41.99157,-70.97785,8/12/2025,389313,2025-08-12 16:52:28 UTC,P,,,10/1/2024,,,,,J1772COMBO,US,,,,Public,,public,,,BANK,,,,,,,$0.39 per kWh,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,26 Seyon Street,26 Seyon Street,,Waltham,MA,2453,,866-816-7584,E,,Public,24 hours daily,,,,,,4,2,,EV Connect,https://www.evconnect.com,GPS,42.370996,-71.213226,11/13/2025,389405,2025-11-13 01:47:10 UTC,,,,4/5/2025,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA BURLINGTON 1,61 Middlesex Turnpike,Opposite side by exit,Burlington,MA,1803,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.475066,-71.21313,11/12/2025,389704,2025-11-12 02:46:10 UTC,,,,4/10/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA BURLINGTON 2,61 Middlesex Turnpike,Located opposite cashier,Burlington,MA,1803,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.47507,-71.213027,11/12/2025,389705,2025-11-12 02:46:10 UTC,,,,4/10/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA LEOMINSTER 1,436 Lancaster Street,,Leominster,MA,1453,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.513278,-71.743873,11/12/2025,389706,2025-11-12 02:46:11 UTC,,,,4/10/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA LEOMINSTER 2,436 Lancaster Street,Station on left corner of gas station.,Leominster,MA,1453,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.513307,-71.743858,11/12/2025,389707,2025-11-12 02:46:25 UTC,,,,4/10/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TOWN OF STOW STATION 2,509 Great Road,,Stow,MA,1775,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.436181,-71.518325,11/12/2025,389848,2025-11-12 02:46:46 UTC,,,,4/12/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TOWN OF STOW STATION 1,60 Old Bolton Road,,Stow,MA,1775,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.434365,-71.543539,11/12/2025,389849,2025-11-12 02:46:47 UTC,,,,4/12/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GIB GARAGE GIB GARAGE #1,10 Green Island Boulevard,,Worcester,MA,1604,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.255486,-71.802323,11/12/2025,389902,2025-11-12 02:45:48 UTC,,,,4/15/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GIB GARAGE GIB GARAGE #2,10 Green Island Boulevard,,Worcester,MA,1604,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.255545,-71.802314,11/12/2025,389903,2025-11-12 02:45:48 UTC,,,,4/15/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GIB GARAGE GIB GARAGE #3,10 Green Island Boulevard,,Worcester,MA,1604,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.25555,-71.802168,11/12/2025,389904,2025-11-12 02:45:48 UTC,,,,4/15/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GIB GARAGE GIB GARAGE #4,10 Green Island Boulevard,,Worcester,MA,1604,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.255708,-71.802016,11/12/2025,389905,2025-11-12 02:45:48 UTC,,,,4/15/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA FRAMINGHAM 1,876 Edgell Road,,Framingham,MA,1701,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.328604,-71.436602,11/12/2025,389912,2025-11-12 02:46:56 UTC,,,,4/15/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA FRAMINGHAM 2,876 Edgell Road,,Framingham,MA,1701,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.328625,-71.436582,11/12/2025,389913,2025-11-12 02:46:57 UTC,,,,4/15/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA MEDWAY 1,139 Medway Road,Behind convenience store,Milford,MA,1757,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.147549,-71.489656,11/12/2025,389914,2025-11-12 02:46:59 UTC,,,,4/15/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Emmanuel College,400 Fenway,,Boston,MA,2115,,888-998-2546,E,,Public,Mon: 12:00am-12:00am; Tue: 12:00am-12:00am; Wed: 12:00am-12:00am; Thu: 12:00am-12:00am; Fri: 12:00am-12:00am; Sat: 12:00am-12:00am; Sun: 12:00am-12:00am,,,,,,,4,,Blink Network,https://blinkcharging.com,GPS,42.34053201,-71.1034222,11/13/2025,389954,2025-11-13 00:39:51 UTC,,,,4/15/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TN OF WESTBORO DPW-01,131 Oak Street,,Westborough,MA,1581,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.285639,-71.62401,11/12/2025,389981,2025-11-12 02:46:36 UTC,,,,4/16/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TN OF WESTBORO DPW-02,131 Oak Street,,Westborough,MA,1581,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.285702,-71.624002,11/12/2025,389982,2025-11-12 02:46:36 UTC,,,,4/16/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MASSDOT HOPKNTON LAB #1,5 Macadam Road,,Westborough,MA,1581,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.247488,-71.590793,11/12/2025,390058,2025-11-12 02:45:49 UTC,,,,4/17/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,473 Station Ave,473 Station Ave,,South Yarmouth,MA,2664,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,,2,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.685774,-70.209427,11/13/2025,390084,2025-11-13 01:23:54 UTC,,,,4/17/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TOWN OF DALTON DALTON COA,40 Field Street Extension,In front of shed in parking lot,Dalton,MA,1226,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.476229,-73.16563,11/12/2025,390126,2025-11-12 02:46:36 UTC,,,,4/18/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Yatco Station - Tesla Supercharger,75 Quinsigamond Ave,,Worcester,MA,1610,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.247167,-71.803141,5/12/2025,390227,2025-05-12 16:15:59 UTC,P,,,1/21/2025,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,$0.50 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Charlton Service Plaza Westbound,6 Massachusetts Tpke,,Charlton,MA,1507,,844-765-0150,E,,Public,24 hours daily,A D Debit M V,,,,,,2,,AUTEL,https://autelenergy.us,GPS,42.156086,-71.964387,5/12/2025,390306,2025-05-12 16:15:59 UTC,P,,,1/12/2025,,,,,J1772COMBO,US,,,,Public,,public,,,REST_STOP,,,,,,,$0.35 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Peg Noonan Parking Lot,240 Academy Ln,,Falmouth,MA,2540,,844-765-0150,E,,Public,24 hours daily,A D Debit M V,,,,,,2,,AUTEL,https://autelenergy.us,GPS,41.552811,-70.615124,5/12/2025,390307,2025-05-12 16:15:59 UTC,P,,,9/20/2024,,,,,J1772COMBO,US,,,,Public,,public,,,PARKING_LOT,,,,,,,$0.50 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,GAS&ELECTRIC; BIG Y E MAIN,475 East Main Street,,Westfield,MA,1085,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.11202,-72.722539,11/12/2025,390357,2025-11-12 02:46:31 UTC,,,,4/19/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GAS&ELECTRIC; BIG Y E SILVER,1 East Silver Street,,Westfield,MA,1085,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.112753,-72.747585,11/12/2025,390361,2025-11-12 02:46:47 UTC,,,,4/19/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GPM INVESTMENTS 611 DC1,375 King Street,,Northampton,MA,1060,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.337112,-72.636814,11/12/2025,390363,2025-11-12 02:47:20 UTC,,,,4/19/2025,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GPM INVESTMENTS 611 DC2,375 King Street,,Northampton,MA,1060,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.337067,-72.636802,11/12/2025,390365,2025-11-12 02:47:20 UTC,,,,4/19/2025,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA MILFORD 1,97 Cedar Street,,Milford,MA,1757,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.161274,-71.50784,11/12/2025,390389,2025-11-12 02:47:16 UTC,,,,4/21/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Herb Chambers Ford of Braintree,"75 Granite Street Rte 37, 75 Granite St",,Braintree,MA,2184,,888-357-1009,E,,Public,Mon: 8:00am-7:00pm; Tue: 8:00am-7:00pm; Wed: 8:00am-7:00pm; Thu: 8:00am-7:00pm; Fri: 8:00am-7:00pm; Sat: 8:00am-7:00pm; Sun: 8:00am-7:00pm,,,,,,,4,,FORD_CHARGE,https://www.ford.com/support/category/electric-vehicle/charging/public-charging/,GPS,42.2254466,-71.0326791,11/13/2025,390488,2025-11-13 03:13:05 UTC,,,,10/8/2024,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA RAYNHAM 1,1023 Broadway,,Raynham,MA,2767,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,41.955388,-71.069604,11/12/2025,390568,2025-11-12 02:46:57 UTC,,,,4/22/2025,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NOURIA RAYNHAM 2,1023 Broadway,,Raynham,MA,2767,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,41.955439,-71.069244,11/12/2025,390569,2025-11-12 02:46:57 UTC,,,,4/22/2025,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Green Bridge EV Charging - 160 Dascomb,160 Dascomb Rd,,Andover,MA,1810,,215-866-4734,E,,Public,24 hours daily,A CREDIT D Debit M V,,,,,4,,,Non-Networked,,GPS,42.622272,-71.180982,5/12/2025,390587,2025-05-12 16:15:59 UTC,P,,,1/23/2025,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,TRUE,
ELEC,BROOKLINE LARZ ANDERSON 2,358 Goddard Avenue,,Brookline,MA,2445,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.31292,-71.138449,11/12/2025,390622,2025-11-12 02:47:25 UTC,,,,4/23/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BROOKLINE LARZ ANDERSON 1,358 Goddard Avenue,,Brookline,MA,2445,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.312874,-71.138486,11/12/2025,390623,2025-11-12 02:47:25 UTC,,,,4/23/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"BOS Gigahub, McClellan Hwy, Boston, MA",450 McClellan Hwy,,Boston,MA,2128,,833-277-8573,E,,Public,24 hours daily,,,,,,,20,,BP_PULSE,https://www.bp.com/en_us/united-states/home/what-we-do/customers-and-products/bp-pulse/bp-pulse-products.html,GPS,42.393208,-71.014748,11/13/2025,390652,2025-11-13 02:22:52 UTC,,,,4/23/2025,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,FRIT - 5B 455 GU - #6,455 Grand Union Blvd,,Somerville,MA,2145,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.393612,-71.07991,11/12/2025,390665,2025-11-12 01:47:47 UTC,,,,4/24/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,REVITALIZE CDC EV CHARGER - 4,240 Cadwell Drive,Parking Lot,Springfield,MA,1104,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.15375,-72.54674,11/12/2025,390683,2025-11-12 02:46:08 UTC,,,,4/24/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,REVITALIZE CDC EV CHARGER - 1,240 Cadwell Drive,Parking Lot,Springfield,MA,1104,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.15376,-72.546725,11/12/2025,390684,2025-11-12 02:46:08 UTC,,,,4/24/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,REVITALIZE CDC EV CHARGER - 2,240 Cadwell Drive,Parking Lot,Springfield,MA,1104,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.153495,-72.546405,11/12/2025,390685,2025-11-12 02:46:08 UTC,,,,4/24/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
